model,scenario,seed,total_wait,arrived,switches
ck2190000,Medium,42,945704487.0,888,489
ck2210000,Low,42,927905425.0,567,492
ck2190000,High,42,980485521.0,1460,477
ck2210000,Low,123,919142614.0,619,495
ck2210000,Medium,42,945704487.0,888,489
ck2190000,High,123,940563286.0,1477,488
ck2210000,Medium,123,933374577.0,836,513
ck2230000,Low,42,927776841.0,585,489
ck2230000,Low,123,919171744.0,518,493
ck2210000,High,123,988115567.0,1417,481
ck2210000,High,42,982742658.0,1489,490
ck2230000,Medium,123,64388299.0,1045,190
ck2230000,High,42,154201547.0,1748,294
ck2230000,Medium,42,945704487.0,888,489
ck2230000,High,123,150717513.0,1697,394
ck2250000,Low,42,927776841.0,585,489
ck2250000,Medium,123,57008907.0,986,126
ck2250000,Low,123,919171744.0,518,493
ck2250000,High,123,145585309.0,1723,386
ck2250000,High,42,153729380.0,1752,402
ck2250000,Medium,42,945704487.0,888,489
ck2270000,Medium,123,59709178.0,1042,133
ck2270000,Medium,42,61474272.0,1053,120
ck2270000,Low,42,927776841.0,585,489
ck2270000,Low,123,919259998.0,550,492
ck2270000,High,42,151638935.0,1679,396
ck2270000,High,123,142789941.0,1748,381
ck2290000,Medium,42,61602545.0,1057,142
ck2290000,Medium,123,57498933.0,1028,122
ck2290000,Low,42,927776841.0,585,489
ck2290000,Low,123,919259998.0,550,492
ck2290000,High,123,142416267.0,1712,378
ck2290000,High,42,149026343.0,1745,375
ck2310000,Medium,123,57498933.0,1028,122
ck2310000,Medium,42,61602545.0,1057,142
ck2310000,Low,42,927776841.0,585,489
ck2310000,Low,123,919171744.0,518,493
ck2310000,High,123,142416267.0,1712,378
ck2310000,High,42,151287709.0,1739,387
ck2330000,Low,123,27617219.0,650,108
ck2330000,Medium,42,57417116.0,1060,114
ck2330000,Medium,123,59709178.0,1042,133
ck2350000,Low,123,28826839.0,664,118
ck2330000,Low,42,927776841.0,585,489
ck2330000,High,123,137863814.0,1719,363
ck2350000,Medium,123,59709178.0,1042,133
ck2350000,Medium,42,58970070.0,1065,118
ck2330000,High,42,150643227.0,1737,390
ck2350000,Low,42,927776841.0,585,489
ck2350000,High,42,150643227.0,1737,390
ck2350000,High,123,138867476.0,1688,364
ck2370000,Low,123,33999459.0,644,102
ck2370000,Medium,42,62011040.0,1093,115
ck2370000,Medium,123,58812655.0,1003,122
ck2370000,Low,42,927699712.0,599,489
ck2390000,Low,123,33781030.0,664,104
ck2370000,High,42,146177535.0,1743,317
ck2370000,High,123,140988442.0,1766,342
ck2390000,Medium,42,60584036.0,1126,112
ck2390000,Medium,123,57993990.0,1010,110
ck2410000,Low,42,41376753.0,662,111
ck2390000,Low,42,927699712.0,599,489
ck2410000,Low,123,33999459.0,644,102
ck2390000,High,42,142563896.0,1747,297
ck2410000,Medium,42,62181409.0,1088,106
ck2390000,High,123,133206010.0,1796,308
ck2410000,Medium,123,62083600.0,975,117
ck2430000,Low,42,41376753.0,662,111
ck2430000,Low,123,33999459.0,644,102
ck2410000,High,42,127310856.0,1749,173
ck2430000,Medium,123,61777508.0,1024,116
ck2430000,Medium,42,61734119.0,1080,104
ck2410000,High,123,124606178.0,1748,179
ck2450000,Low,42,41376753.0,662,111
ck2450000,Low,123,33999459.0,644,102
ck2450000,Medium,42,60038785.0,1049,106
ck2430000,High,42,125872152.0,1742,162
ck2430000,High,123,123163158.0,1694,175
ck2450000,Medium,123,59069007.0,975,106
ck2450000,High,42,125872152.0,1742,162
ck2450000,High,123,123163158.0,1694,175
ck2470000,Medium,123,62948821.0,970,138
ck2470000,Low,123,919171744.0,518,493
ck2470000,Low,42,927776841.0,585,489
ck2470000,High,42,138710919.0,1763,357
ck2470000,Medium,42,945704487.0,888,489
ck2470000,High,123,148315473.0,1719,361
ck2490000,Low,42,927738774.0,624,336
ck2490000,Low,123,919142614.0,619,340
ck2490000,Medium,42,945713622.0,889,336
ck2490000,Medium,123,932047460.0,854,366
ck2510000,Low,42,927814119.0,593,338
ck2490000,High,42,988753112.0,1494,352
ck2490000,High,123,987913245.0,1421,352
ck2510000,Low,123,919316852.0,558,342
ck2510000,Medium,42,947047759.0,901,339
ck2510000,Medium,123,932812094.0,851,363
ck2510000,High,42,989961229.0,1454,366
ck2510000,High,123,991601590.0,1389,355
ck2530000,Low,42,927781924.0,578,337
ck2530000,Low,123,919295936.0,614,342
ck2530000,Medium,42,947047759.0,901,339
ck2530000,Medium,123,932414946.0,854,364
ck2550000,Low,42,927738774.0,624,492
ck2550000,Low,123,919142614.0,619,495
ck2530000,High,42,991635601.0,1450,365
ck2530000,High,123,988062552.0,1435,355
ck2550000,Medium,42,945704487.0,888,489
ck2550000,Medium,123,932047460.0,854,515
ck2550000,High,42,989804397.0,1450,477
ck2570000,Medium,123,81072517.0,1020,204
ck2550000,High,123,987913245.0,1421,480
ck2570000,Low,42,927776841.0,585,489
ck2570000,Low,123,919171744.0,518,493
ck2570000,Medium,42,945704487.0,888,489
ck2570000,High,42,968407749.0,1492,486
ck2570000,High,123,981156612.0,1414,484
ck2590000,Medium,123,81072517.0,1020,204
ck2590000,Low,42,927776841.0,585,489
ck2590000,Low,123,919076895.0,580,494
ck2590000,High,123,189516476.0,1742,323
ck2590000,Medium,42,945704487.0,888,489
ck2610000,Low,42,927776841.0,585,489
ck2590000,High,42,986636690.0,1444,471
ck2610000,Medium,123,71975583.0,956,165
ck2610000,Low,123,919171744.0,518,493
ck2610000,High,42,178389623.0,1735,304
ck2610000,High,123,182582273.0,1691,313
ck2610000,Medium,42,945704487.0,888,489
ck2630000,Low,42,927776841.0,585,489
ck2630000,Medium,123,55588241.0,1001,123
ck2630000,Low,123,919171744.0,518,493
ck2650000,Low,123,34330483.0,708,104
ck2630000,High,123,142183446.0,1735,377
ck2630000,High,42,151638935.0,1679,396
ck2650000,Medium,42,60584036.0,1126,112
ck2630000,Medium,42,945704487.0,888,489
ck2650000,Medium,123,57993990.0,1010,110
ck2650000,Low,42,927699712.0,599,489
ck2650000,High,123,128905419.0,1777,269
ck2650000,High,42,132627119.0,1721,271
ck2670000,Low,123,34184097.0,673,104
ck2670000,Medium,123,57993990.0,1010,110
ck2670000,Medium,42,60584036.0,1126,112
ck2690000,Low,123,32625413.0,639,100
ck2670000,High,42,132627119.0,1721,271
ck2670000,High,123,128905419.0,1777,269
ck2670000,Low,42,927699712.0,599,489
ck2690000,Medium,42,60584036.0,1126,112
ck2690000,Medium,123,57993990.0,1010,110
ck2710000,Low,42,40020988.0,651,106
ck2690000,High,42,131648290.0,1741,253
ck2690000,Low,42,927699712.0,599,489
ck2710000,Low,123,32625413.0,639,100
ck2710000,Medium,123,57993990.0,1010,110
ck2690000,High,123,129113871.0,1768,265
ck2710000,Medium,42,60584036.0,1126,112
ck2730000,Low,42,41376753.0,662,111
ck2730000,Low,123,33999459.0,644,102
ck2710000,High,42,130928707.0,1729,210
ck2710000,High,123,127498352.0,1759,218
ck2730000,Medium,123,57993990.0,1010,110
ck2730000,Medium,42,60038785.0,1049,106
ck2750000,Low,123,34184097.0,673,104
ck2750000,Low,42,38128390.0,653,106
ck2750000,Medium,42,60584036.0,1126,112
ck2730000,High,42,121525621.0,1768,183
ck2730000,High,123,124827115.0,1739,190
ck2750000,Medium,123,57993990.0,1010,110
ck2770000,Low,123,33999459.0,644,102
ck2770000,Low,42,41376753.0,662,111
ck2770000,Medium,123,61363965.0,979,121
ck2770000,Medium,42,62177576.0,1099,106
ck2750000,High,42,131160098.0,1761,215
ck2750000,High,123,127545405.0,1784,218
ck2790000,Low,42,43033968.0,675,88
ck2790000,Low,123,38474214.0,753,86
ck2790000,Medium,123,18110682.0,1006,79
ck2790000,Medium,42,18007775.0,1130,75
ck2770000,High,123,124772059.0,1757,187
ck2770000,High,42,118665319.0,1751,168
ck2810000,Low,42,43033968.0,675,88
ck2810000,Low,123,38474214.0,753,86
ck2790000,High,123,59515439.0,1714,105
ck2790000,High,42,63516441.0,1757,107
ck2810000,Medium,42,20177514.0,1102,73
ck2810000,Medium,123,18110682.0,1006,79
ck2830000,Low,123,37082564.0,662,87
ck2830000,Low,42,43708217.0,703,93
ck2830000,Medium,42,19739866.0,1078,77
ck2810000,High,123,59515439.0,1714,105
ck2810000,High,42,63582294.0,1720,106
ck2830000,Medium,123,40396706.0,977,95
ck2850000,Low,42,43708217.0,703,93
ck2850000,Low,123,37082564.0,662,87
ck2850000,Medium,42,19653970.0,1090,79
ck2850000,Medium,123,40396706.0,977,95
ck2830000,High,123,59515439.0,1714,105
ck2830000,High,42,63516441.0,1757,107
ck2870000,Low,42,43033968.0,675,88
ck2870000,Low,123,38623931.0,741,82
ck2850000,High,42,63516441.0,1757,110
ck2870000,Medium,123,18021433.0,996,75
ck2850000,High,123,60484139.0,1749,111
ck2870000,Medium,42,28368436.0,1083,72
ck2890000,Low,42,43033968.0,675,88
ck2890000,Low,123,38623931.0,741,82
ck2870000,High,123,59515439.0,1714,105
ck2870000,High,42,63582294.0,1720,106
ck2890000,Medium,123,20106166.0,1039,68
ck2890000,Medium,42,28368436.0,1083,69
ck2910000,Low,42,43033968.0,675,88
ck2910000,Low,123,38623931.0,741,82
ck2910000,Medium,123,20747623.0,1060,68
ck2910000,Medium,42,28368436.0,1083,68
ck2890000,High,42,63582294.0,1720,93
ck2890000,High,123,59515439.0,1714,92
ck2930000,Low,42,4071449.0,694,61
ck2930000,Low,123,3719510.0,643,60
ck2930000,Medium,123,20747623.0,1060,68
ck2930000,Medium,42,28368436.0,1083,68
ck2910000,High,123,59515439.0,1714,92
ck2910000,High,42,63582294.0,1720,93
ck2950000,Low,42,4234087.0,678,58
ck2950000,Low,123,3755008.0,643,59
ck2950000,Medium,123,21858745.0,1028,66
ck2950000,Medium,42,28983200.0,1080,67
ck2930000,High,42,65730201.0,1739,93
ck2930000,High,123,59341293.0,1681,92
ck2970000,Low,42,4234087.0,678,58
ck2970000,Low,123,3755008.0,643,59
ck2970000,Medium,123,21858745.0,1028,66
ck2970000,Medium,42,28983200.0,1080,67
ck2950000,High,123,59341293.0,1681,92
ck2950000,High,42,65730201.0,1739,93
ck2990000,Low,123,3755008.0,643,59
ck2990000,Low,42,4234087.0,678,58
ck2990000,Medium,123,21858745.0,1028,66
ck2970000,High,123,59341293.0,1681,92
ck2990000,Medium,42,28983200.0,1080,67
ck2970000,High,42,65730201.0,1739,93
ck3010000,Low,42,4234087.0,678,58
ck3010000,Low,123,3755008.0,643,59
ck3010000,Medium,123,21858745.0,1028,66
ck3010000,Medium,42,28983200.0,1080,67
ck2990000,High,123,59341293.0,1681,92
ck2990000,High,42,65730201.0,1739,93
ck3030000,Low,42,4234087.0,678,58
ck3030000,Low,123,3755008.0,643,59
ck3030000,Medium,123,21858745.0,1028,66
ck3030000,Medium,42,28983200.0,1080,67
ck3010000,High,123,59341293.0,1681,92
ck3010000,High,42,65730201.0,1739,93
ck3050000,Low,123,3755008.0,643,59
ck3050000,Low,42,4204093.0,677,60
ck3050000,Medium,123,21858745.0,1028,66
ck3030000,High,42,65730201.0,1739,93
ck3050000,Medium,42,28983200.0,1080,67
ck3030000,High,123,59341293.0,1681,92
ck3070000,Low,42,4204093.0,677,60
ck3070000,Low,123,3755008.0,643,59
ck3070000,Medium,123,21858745.0,1028,66
ck3070000,Medium,42,28983200.0,1080,67
ck3050000,High,123,59341293.0,1681,92
ck3050000,High,42,65730201.0,1739,93
ck3090000,Low,123,3755008.0,643,59
ck3090000,Low,42,4109577.0,690,59
ck3090000,Medium,123,21858745.0,1028,66
ck3070000,High,123,59341293.0,1681,92
ck3090000,Medium,42,28983200.0,1080,67
ck3070000,High,42,65730201.0,1739,93
ck3110000,Low,42,4109577.0,690,59
ck3110000,Low,123,3755008.0,643,59
ck3110000,Medium,123,21858745.0,1028,66
ck3110000,Medium,42,28983200.0,1080,67
ck3090000,High,123,59341293.0,1681,92
ck3090000,High,42,65730201.0,1739,93
ck3130000,Low,42,4109577.0,690,59
ck3130000,Low,123,3755008.0,643,59
ck3130000,Medium,123,21858745.0,1028,66
ck3130000,Medium,42,28983200.0,1080,67
ck3110000,High,123,59341293.0,1681,92
ck3110000,High,42,65730201.0,1739,93
ck3150000,Low,42,4234087.0,678,58
ck3150000,Low,123,3755008.0,643,59
ck3150000,Medium,123,21858745.0,1028,66
ck3130000,High,42,65730201.0,1739,93
ck3150000,Medium,42,28983200.0,1080,67
ck3130000,High,123,59341293.0,1681,92
ck3170000,Low,42,4234087.0,678,58
ck3170000,Low,123,3755008.0,643,59
ck3170000,Medium,123,21858745.0,1028,66
ck3170000,Medium,42,28983200.0,1080,67
ck3150000,High,123,59341293.0,1681,92
ck3150000,High,42,65730201.0,1739,93
ck3190000,Low,123,3755008.0,643,59
ck3190000,Low,42,4234087.0,678,58
ck3190000,Medium,123,21858745.0,1028,66
ck3170000,High,123,59341293.0,1681,92
ck3190000,Medium,42,28983200.0,1080,67
ck3170000,High,42,65730201.0,1739,93
ck3210000,Low,42,4234087.0,678,58
ck3210000,Low,123,3755008.0,643,59
ck3210000,Medium,123,21858745.0,1028,66
ck3210000,Medium,42,28983200.0,1080,67
ck3190000,High,123,59341293.0,1681,92
ck3190000,High,42,65730201.0,1739,93
ck3230000,Low,42,4234087.0,678,58
ck3230000,Low,123,3755008.0,643,59
ck3230000,Medium,123,21858745.0,1028,66
ck3230000,Medium,42,28983200.0,1080,67
ck3210000,High,123,59341293.0,1681,92
ck3210000,High,42,65730201.0,1739,93
ck3250000,Low,123,3755008.0,643,59
ck3250000,Low,42,4234087.0,678,58
ck3250000,Medium,123,21858745.0,1028,66
ck3230000,High,42,65730201.0,1739,93
ck3250000,Medium,42,28983200.0,1080,67
ck3230000,High,123,59341293.0,1681,92
ck3270000,Low,42,4234087.0,678,58
ck3270000,Low,123,3755008.0,643,59
ck3270000,Medium,123,21858745.0,1028,66
ck3270000,Medium,42,28983200.0,1080,67
ck3250000,High,42,65730201.0,1739,93
ck3250000,High,123,59341293.0,1681,92
ck3290000,Low,42,4234087.0,678,58
ck3290000,Low,123,3755008.0,643,59
ck3290000,Medium,123,21858745.0,1028,66
ck3270000,High,123,59341293.0,1681,92
ck3290000,Medium,42,28983200.0,1080,67
ck3270000,High,42,65730201.0,1739,93
ck3310000,Low,123,3755008.0,643,59
ck3310000,Low,42,4109577.0,690,59
ck3310000,Medium,123,21858745.0,1028,66
ck3310000,Medium,42,28983200.0,1080,67
ck3290000,High,123,59341293.0,1681,92
ck3290000,High,42,65730201.0,1739,93
ck3330000,Low,42,4109577.0,690,59
ck3330000,Low,123,3755008.0,643,59
ck3330000,Medium,123,21858745.0,1028,66
ck3330000,Medium,42,28983200.0,1080,67
ck3310000,High,123,59341293.0,1681,92
ck3310000,High,42,65730201.0,1739,93
ck3350000,Low,42,4109577.0,690,59
ck3350000,Low,123,3755008.0,643,59
ck3350000,Medium,123,21858745.0,1028,66
ck3350000,Medium,42,28983200.0,1080,67
ck3330000,High,42,65730201.0,1739,93
ck3330000,High,123,59341293.0,1681,92
ck3370000,Low,42,4109577.0,690,59
ck3370000,Low,123,3755008.0,643,59
ck3370000,Medium,123,21858745.0,1028,66
ck3350000,High,123,59341293.0,1681,92
ck3350000,High,42,65730201.0,1739,93
ck3370000,Medium,42,28983200.0,1080,67
ck3390000,Low,42,4109577.0,690,59
ck3390000,Low,123,3755008.0,643,59
ck3390000,Medium,123,21858745.0,1028,66
ck3370000,High,123,59341293.0,1681,92
ck3390000,Medium,42,28983200.0,1080,67
ck3370000,High,42,65730201.0,1739,93
ck3410000,Low,123,3755008.0,643,59
ck3410000,Low,42,4109577.0,690,59
ck3410000,Medium,123,21858745.0,1028,66
ck3410000,Medium,42,28983200.0,1080,67
ck3390000,High,123,59341293.0,1681,92
ck3390000,High,42,65730201.0,1739,93
ck3430000,Low,42,4109577.0,690,59
ck3430000,Low,123,3755008.0,643,59
ck3430000,Medium,123,20747623.0,1060,68
ck3430000,Medium,42,28983200.0,1080,67
ck3410000,High,123,59341293.0,1681,92
ck3410000,High,42,65730201.0,1739,93
ck3450000,Low,42,4109577.0,690,59
ck3450000,Low,123,4817543.0,711,63
ck3450000,Medium,123,20747623.0,1060,68
ck3450000,Medium,42,28368436.0,1083,68
ck3430000,High,123,59341293.0,1681,92
ck3430000,High,42,65730201.0,1739,93
ck3470000,Low,42,4071449.0,694,61
ck3470000,Low,123,4817543.0,711,63
ck3470000,Medium,123,20747623.0,1060,68
ck3470000,Medium,42,28368436.0,1083,68
ck3450000,High,123,59341293.0,1681,92
ck3450000,High,42,65730201.0,1739,93
ck3490000,Low,42,5347851.0,714,63
ck3490000,Low,123,4813399.0,709,67
ck3490000,Medium,123,20747623.0,1060,68
ck3490000,Medium,42,28368436.0,1083,68
ck3470000,High,42,65730201.0,1739,93
ck3470000,High,123,59515439.0,1714,92
ck3510000,Low,123,4813399.0,709,67
ck3510000,Low,42,5347851.0,714,63
ck3510000,Medium,123,20747623.0,1060,68
ck3510000,Medium,42,28368436.0,1083,68
ck3490000,High,123,59515439.0,1714,92
ck3490000,High,42,65730201.0,1739,93
ck3530000,Low,42,32504193.0,698,78
ck3530000,Low,123,38623931.0,741,82
ck3530000,Medium,123,20747623.0,1060,68
ck3530000,Medium,42,28368436.0,1083,68
ck3510000,High,123,59515439.0,1714,92
ck3510000,High,42,65730201.0,1739,93
ck3550000,Low,42,34925736.0,670,78
ck3550000,Low,123,38623931.0,741,82
ck3550000,Medium,123,20747623.0,1060,68
ck3550000,Medium,42,28368436.0,1083,68
ck3530000,High,42,63582294.0,1720,93
ck3530000,High,123,59515439.0,1714,92
ck3570000,Low,42,34925736.0,670,78
ck3570000,Low,123,38623931.0,741,82
ck3550000,High,42,63582294.0,1720,93
ck3550000,High,123,59515439.0,1714,92
ck3570000,Medium,123,20747623.0,1060,68
ck3570000,Medium,42,28368436.0,1083,68
ck3590000,Low,123,38623931.0,741,82
ck3590000,Low,42,34925736.0,670,78
ck3590000,Medium,123,20747623.0,1060,68
ck3570000,High,123,59515439.0,1714,92
ck3590000,Medium,42,28368436.0,1083,68
ck3570000,High,42,63582294.0,1720,93
ck3590000,High,123,59515439.0,1714,92
ck3590000,High,42,63582294.0,1720,93
Fixed_30s,Low,123,12643436.0,684,666
Fixed_30s,Low,42,14003716.0,692,666
Fixed_30s,Medium,123,43047198.0,1023,666
Fixed_30s,Medium,42,48126978.0,1142,666
Fixed_45s,Low,42,4103361.0,694,444
Fixed_45s,Low,123,4495042.0,681,444
Fixed_30s,High,42,131575601.0,1756,666
Fixed_45s,Medium,123,30611948.0,976,444
Fixed_30s,High,123,129452763.0,1687,666
Fixed_45s,Medium,42,34610879.0,1113,444
Fixed_60s,Low,123,3458439.0,699,333
Fixed_60s,Low,42,3961246.0,693,333
Fixed_60s,Medium,123,23553401.0,1008,333
Fixed_45s,High,42,82717351.0,1752,444
Fixed_60s,Medium,42,29913655.0,1063,333
Fixed_45s,High,123,81779118.0,1660,444
Fixed_60s,High,123,63204393.0,1678,333
Fixed_60s,High,42,66379230.0,1674,333
