model,scenario,seed,total_wait,arrived,switches
Fixed_45s,High,1020,80525673.0,1774,444
Fixed_45s,High,1022,82311190.0,1802,444
Fixed_45s,High,1024,81653360.0,1743,444
Fixed_45s,High,1023,86578926.0,1744,444
Fixed_45s,High,1025,81910783.0,1707,444
Fixed_45s,High,1026,79808886.0,1790,444
Fixed_45s,High,1027,76215399.0,1772,444
Fixed_45s,High,1028,83663578.0,1766,444
Fixed_45s,High,1029,83473260.0,1701,444
Fixed_45s,High,1031,77850948.0,1742,444
Fixed_45s,High,1030,83840638.0,1750,444
Fixed_45s,High,1032,84954406.0,1750,444
Fixed_45s,High,1033,75282776.0,1745,444
Fixed_45s,High,1034,77024107.0,1712,444
Fixed_45s,High,1035,78179110.0,1739,444
Fixed_45s,High,1036,80925015.0,1709,444
Fixed_45s,High,1037,83593801.0,1798,444
Fixed_45s,High,1038,79025493.0,1755,444
Fixed_45s,High,1039,78320320.0,1752,444
Fixed_60s,Low,1000,5752850.0,708,333
Fixed_60s,Low,1001,5022343.0,702,333
Fixed_60s,Low,1002,4373329.0,673,333
Fixed_60s,Low,1003,4909607.0,685,333
Fixed_60s,Low,1004,3671336.0,661,333
Fixed_60s,Low,1006,3717983.0,687,333
Fixed_60s,Low,1005,3983003.0,673,333
Fixed_60s,Low,1007,5572952.0,700,333
Fixed_45s,High,1040,83894038.0,1752,444
Fixed_45s,High,1041,83892110.0,1783,444
Fixed_60s,Low,1008,4740316.0,707,333
Fixed_60s,Low,1009,3511835.0,662,333
Fixed_45s,High,1042,84262607.0,1793,444
Fixed_45s,High,1044,74545950.0,1720,444
Fixed_45s,High,1043,84686344.0,1805,444
Fixed_60s,Low,1011,3675654.0,701,333
Fixed_60s,Low,1010,4702725.0,686,333
Fixed_60s,Low,1012,5900752.0,734,333
Fixed_60s,Low,1013,4797276.0,687,333
Fixed_60s,Low,1014,4765281.0,701,333
Fixed_60s,Low,1015,5716544.0,703,333
Fixed_60s,Low,1017,3536366.0,678,333
Fixed_60s,Low,1016,5162644.0,734,333
Fixed_60s,Low,1018,4433504.0,676,333
Fixed_60s,Low,1019,4273448.0,722,333
Fixed_60s,Low,1020,5446563.0,712,333
Fixed_60s,Low,1021,5222503.0,692,333
Fixed_60s,Low,1023,4630467.0,716,333
Fixed_60s,Low,1022,5860619.0,726,333
Fixed_60s,Low,1024,3400455.0,714,333
Fixed_60s,Low,1025,4510130.0,678,333
Fixed_60s,Low,1027,4517133.0,674,333
Fixed_60s,Low,1026,5058233.0,728,333
Fixed_60s,Low,1028,4231086.0,715,333
Fixed_60s,Low,1029,4402006.0,704,333
Fixed_60s,Low,1031,4177386.0,706,333
Fixed_60s,Low,1030,7421871.0,715,333
Fixed_60s,Low,1032,3892016.0,701,333
Fixed_60s,Low,1033,4690253.0,681,333
Fixed_60s,Low,1034,6081735.0,705,333
Fixed_60s,Low,1036,3592286.0,656,333
Fixed_60s,Low,1038,3251685.0,641,333
Fixed_60s,Low,1035,8010381.0,735,333
Fixed_60s,Low,1037,5007337.0,692,333
Fixed_60s,Low,1039,3975535.0,679,333
Fixed_60s,Low,1040,3789155.0,701,333
Fixed_60s,Low,1041,4594032.0,747,333
Fixed_60s,Low,1042,3584939.0,703,333
Fixed_60s,Low,1043,5472247.0,655,333
Fixed_60s,Low,1044,7235292.0,677,333
Fixed_60s,Medium,1000,27493455.0,1074,333
Fixed_60s,Medium,1002,26518972.0,1041,333
Fixed_60s,Medium,1001,28286602.0,1107,333
Fixed_60s,Medium,1003,27589948.0,1100,333
Fixed_60s,Medium,1004,27216977.0,1082,333
Fixed_60s,Medium,1005,29563013.0,1049,333
Fixed_60s,Medium,1006,25652073.0,1041,333
Fixed_60s,Medium,1007,28466880.0,1040,333
Fixed_60s,Medium,1008,27447025.0,1095,333
Fixed_60s,Medium,1009,27368563.0,1029,333
Fixed_60s,Medium,1010,27591975.0,1086,333
Fixed_60s,Medium,1012,26149317.0,1133,333
Fixed_60s,Medium,1011,28277757.0,1038,333
Fixed_60s,Medium,1013,31218079.0,984,333
Fixed_60s,Medium,1014,29373633.0,1070,333
Fixed_60s,Medium,1016,29826915.0,1041,333
Fixed_60s,Medium,1015,33334072.0,1026,333
Fixed_60s,Medium,1017,26692303.0,1060,333
Fixed_60s,Medium,1018,24659181.0,1018,333
Fixed_60s,Medium,1019,24133490.0,1063,333
Fixed_60s,Medium,1020,27079309.0,1068,333
Fixed_60s,Medium,1023,24024848.0,970,333
Fixed_60s,Medium,1022,26919980.0,1100,333
Fixed_60s,Medium,1021,31084643.0,1067,333
Fixed_60s,Medium,1024,28260647.0,1053,333
Fixed_60s,Medium,1025,25402313.0,1003,333
Fixed_60s,Medium,1027,29036760.0,1014,333
Fixed_60s,Medium,1026,29486171.0,1095,333
Fixed_60s,Medium,1029,23131705.0,1019,333
Fixed_60s,Medium,1028,30701242.0,1067,333
Fixed_60s,Medium,1030,26239662.0,1035,333
Fixed_60s,Medium,1032,27079197.0,1032,333
Fixed_60s,Medium,1031,29819872.0,1050,333
Fixed_60s,Medium,1033,26962754.0,1063,333
Fixed_60s,Medium,1034,30543845.0,1084,333
Fixed_60s,Medium,1035,25350859.0,1057,333
Fixed_60s,Medium,1036,26417695.0,1027,333
Fixed_60s,Medium,1039,24688120.0,1027,333
Fixed_60s,Medium,1038,25331104.0,1060,333
Fixed_60s,Medium,1037,31012560.0,1055,333
Fixed_60s,Medium,1040,30665958.0,1023,333
Fixed_60s,Medium,1041,27391628.0,1006,333
Fixed_60s,Medium,1042,27441332.0,1007,333
Fixed_60s,Medium,1043,27761008.0,1045,333
Fixed_60s,Medium,1044,25512580.0,1001,333
Fixed_60s,High,1000,69046385.0,1814,333
Fixed_60s,High,1002,62630073.0,1683,333
Fixed_60s,High,1001,66800270.0,1794,333
Fixed_60s,High,1003,69550771.0,1824,333
Fixed_60s,High,1004,71206924.0,1827,333
Fixed_60s,High,1005,63425353.0,1698,333
Fixed_60s,High,1009,55560852.0,1731,333
Fixed_60s,High,1006,65976526.0,1669,333
Fixed_60s,High,1007,65146273.0,1773,333
Fixed_60s,High,1008,67780973.0,1724,333
Fixed_60s,High,1010,60834257.0,1736,333
Fixed_60s,High,1011,61969002.0,1750,333
Fixed_60s,High,1012,67598911.0,1767,333
Fixed_60s,High,1013,64623910.0,1751,333
Fixed_60s,High,1014,65817960.0,1781,333
Fixed_60s,High,1016,60745604.0,1647,333
Fixed_60s,High,1015,68618682.0,1735,333
Fixed_60s,High,1018,64132171.0,1792,333
Fixed_60s,High,1017,65963702.0,1693,333
Fixed_60s,High,1019,69685749.0,1756,333
Fixed_60s,High,1021,62935543.0,1800,333
Fixed_60s,High,1020,66120111.0,1771,333
Fixed_60s,High,1022,66503360.0,1754,333
Fixed_60s,High,1024,62165745.0,1826,333
Fixed_60s,High,1023,67148856.0,1790,333
Fixed_60s,High,1025,63622895.0,1750,333
Fixed_60s,High,1027,62833096.0,1731,333
Fixed_60s,High,1026,65927414.0,1781,333
Fixed_60s,High,1028,69045239.0,1778,333
Fixed_60s,High,1029,65993559.0,1734,333
Fixed_60s,High,1031,61771003.0,1725,333
Fixed_60s,High,1030,66750607.0,1763,333
Fixed_60s,High,1033,60688571.0,1754,333
Fixed_60s,High,1034,63203974.0,1714,333
Fixed_60s,High,1032,67097441.0,1754,333
Fixed_60s,High,1035,65406656.0,1768,333
Fixed_60s,High,1036,65392702.0,1699,333
Fixed_60s,High,1037,64349411.0,1740,333
Fixed_60s,High,1038,63351728.0,1751,333
Fixed_60s,High,1039,61391437.0,1769,333
Fixed_60s,High,1040,66618858.0,1765,333
Fixed_60s,High,1041,70146690.0,1719,333
Fixed_60s,High,1044,63237452.0,1772,333
Fixed_60s,High,1042,70166355.0,1789,333
Fixed_60s,High,1043,67199569.0,1749,333
